CONFLICT_ID,COUNTRY_ABBR,COUNTRY_CD,START_DAY,START_MON,START_YR,END_DAY,END_MON,END_YR,FATALITY_CAT,FATALITY_PRECISE,ACTION_LEVEL,WAR_LVL,AGGRESSOR
4263,NIC,93,24,10,2001,-9,11,2001,0,0,0,1,1
4263,COL,100,24,10,2001,-9,11,2001,0,0,15,4,1
4265,INS,850,28,7,2001,28,7,2001,1,1,17,4,1
4265,NEW,920,28,7,2001,28,7,2001,0,0,17,4,1
4266,PRK,731,22,12,2001,22,12,2001,1,-9,17,4,1
4266,JPN,740,22,12,2001,22,12,2001,0,0,17,4,1
4277,PAK,770,13,7,2001,22,11,2003,4,-9,17,4,1
4277,IND,750,13,7,2001,22,11,2003,4,-9,17,4,1
4278,AUL,900,17,4,2001,17,4,2001,0,0,0,1,1
4278,CHN,710,17,4,2001,17,4,2001,0,0,7,3,1
4279,PHI,840,-9,5,2001,-9,5,2001,0,0,0,1,1
4279,CHN,710,-9,5,2001,-9,5,2001,0,0,7,3,1
4280,USA,2,1,4,2001,3,7,2001,0,0,12,3,1
4280,CHN,710,1,4,2001,3,7,2001,1,1,15,4,1
4281,TAW,713,27,3,2001,-9,8,2001,0,0,7,3,1
4281,USA,2,25,4,2001,17,8,2001,0,0,7,3,0
4281,CHN,710,27,3,2001,-9,8,2001,0,0,7,3,1
4282,PRK,731,2,6,2001,10,11,2004,1,13,17,4,1
4282,ROK,732,2,6,2001,10,11,2004,1,4,17,4,1
4283,AFG,700,15,9,2001,15,11,2001,6,-9,17,4,1
4283,GMY,255,9,10,2001,-9,10,2001,0,0,7,3,0
4283,GRC,350,9,10,2001,-9,10,2001,0,0,7,3,0
4283,NTH,210,9,10,2001,-9,10,2001,0,0,7,3,0
4283,POR,235,9,10,2001,-9,10,2001,0,0,7,3,0
4283,SPN,230,9,10,2001,-9,10,2001,0,0,7,3,0
4283,TAJ,702,7,10,2001,10,10,2001,0,0,8,3,0
4283,CAN,20,7,10,2001,15,11,2001,0,0,16,4,0
4283,FRN,220,15,9,2001,15,11,2001,0,0,16,4,1
4283,TUR,640,7,10,2001,15,11,2001,0,0,16,4,0
4283,PAK,770,7,10,2001,9,10,2001,0,0,17,4,0
4283,RUS,365,15,9,2001,15,11,2001,0,0,17,4,1
4283,UKG,200,15,9,2001,15,11,2001,0,0,17,4,1
4283,USA,2,15,9,2001,15,11,2001,1,2,17,4,1
4283,UZB,704,6,10,2001,-9,10,2001,0,0,17,4,0
4283,AUL,900,7,10,2001,15,11,2001,0,0,21,5,0
4284,CHA,483,21,12,2001,21,12,2001,0,0,0,1,1
4284,CEN,482,21,12,2001,21,12,2001,0,0,7,3,1
4290,IRN,630,24,8,2001,25,8,2001,0,0,0,1,1
4290,TUR,640,24,8,2001,25,8,2001,0,0,7,3,1
4296,NOR,385,30,8,2001,30,8,2001,0,0,0,1,1
4296,AUL,900,30,8,2001,30,8,2001,0,0,15,4,1
4300,SIE,451,26,1,2001,4,6,2001,0,0,11,3,1
4300,GUI,438,26,1,2001,4,6,2001,0,0,16,4,1
4301,LBR,450,-9,5,2001,-9,5,2001,0,0,0,1,1
4301,SIE,451,-9,5,2001,-9,5,2001,0,0,15,4,1
4303,ANG,540,7,1,2001,-9,12,2001,1,10,16,4,1
4303,ZAM,551,7,1,2001,-9,12,2001,0,0,16,4,1
4305,SUD,625,30,10,2001,30,10,2001,0,0,0,1,1
4305,UGA,500,30,10,2001,30,10,2001,0,0,8,3,1
4306,CAO,471,1,3,2001,6,3,2001,0,0,0,1,1
4306,CEN,482,1,3,2001,6,3,2001,0,0,14,4,1
4310,RWA,517,26,3,2001,30,10,2001,0,0,0,1,1
4310,UGA,500,26,3,2001,30,10,2001,0,0,11,3,1
4313,BNG,771,29,4,2001,30,4,2001,0,0,0,1,1
4313,IND,750,29,4,2001,30,4,2001,0,0,11,3,1
4314,THI,800,10,2,2001,29,4,2001,0,0,17,4,1
4314,MYA,775,10,2,2001,29,4,2001,2,-9,17,4,1
4317,IRN,630,23,7,2001,-9,12,2001,0,0,12,3,1
4317,AZE,373,23,7,2001,-9,12,2001,0,0,8,3,1
4325,TUR,640,25,8,2001,5,7,2003,1,19,16,4,1
4325,IRQ,645,25,8,2001,5,7,2003,0,0,0,1,1
4327,NIC,93,-9,3,2001,-9,3,2001,0,0,0,1,1
4327,HON,91,-9,3,2001,-9,3,2001,0,0,11,3,1
4336,USA,2,23,3,2001,23,3,2001,0,0,0,1,1
4336,CHN,710,23,3,2001,23,3,2001,0,0,7,3,1
4273,ISR,666,13,9,2002,13,9,2002,0,0,0,1,0
4273,KUW,690,26,9,2002,18,3,2003,0,0,11,3,0
4345,ETH,530,6,1,2002,26,12,2002,-9,-9,16,4,1
4345,SOM,520,6,1,2002,26,12,2002,-9,-9,0,4,1
4346,ETH,530,23,1,2002,4,2,2002,0,0,14,4,1
4346,KEN,501,23,1,2002,4,2,2002,0,0,0,1,1
4347,RWA,517,25,1,2002,31,7,2002,-9,-9,16,4,1
4347,DRC,490,25,1,2002,31,7,2002,-9,-9,0,1,1
4348,SIE,451,27,1,2002,3,6,2002,0,0,15,4,1
4348,LBR,450,27,1,2002,3,6,2002,0,0,12,3,1
4349,SUD,625,19,3,2002,18,10,2002,-9,-9,17,4,1
4349,ERI,531,19,3,2002,18,10,2002,-9,-9,17,4,1
4350,UGA,500,1,7,2002,1,7,2002,1,1,16,4,1
4350,KEN,501,1,7,2002,1,7,2002,0,0,0,1,1
4351,SEN,433,7,7,2002,7,7,2002,0,0,8,3,1
4351,GAM,420,7,7,2002,7,7,2002,0,0,0,1,1
4352,MOR,600,11,7,2002,18,7,2002,0,0,14,4,1
4352,SPN,230,11,7,2002,18,7,2002,0,0,7,3,1
4353,TAZ,510,25,7,2002,25,7,2002,0,0,11,3,1
4353,BUI,516,25,7,2002,25,7,2002,0,0,0,1,1
4354,UKG,200,26,8,2002,26,8,2002,0,0,1,2,1
4354,ZIM,552,26,8,2002,26,8,2002,0,0,0,1,1
4355,ETH,530,2,9,2002,5,9,2002,0,0,15,4,1
4355,ERI,531,2,9,2002,5,9,2002,0,0,0,1,1
4356,RWA,517,4,9,2002,30,9,2003,0,0,14,4,1
4356,DRC,490,4,9,2002,30,9,2003,0,0,0,1,1
4357,ANG,540,30,10,2002,30,10,2002,0,0,16,4,1
4357,DRC,490,30,10,2002,30,10,2002,0,0,0,1,1
4358,LBR,450,2,12,2002,22,1,2003,0,0,16,4,1
4358,CDI,437,2,12,2002,22,1,2003,0,0,0,1,1
4359,LIB,620,12,12,2002,12,6,2003,0,0,14,4,1
4359,DRC,490,12,12,2002,12,6,2003,0,0,0,1,1
4409,IRN,630,22,2,2002,22,2,2002,0,0,7,3,1
4409,AZE,373,22,2,2002,22,2,2002,0,0,7,3,1
4410,TUR,640,2,4,2002,3,4,2002,0,0,7,3,1
4410,CYP,352,2,4,2002,2,4,2002,0,0,0,1,1
4410,GRC,350,3,4,2002,3,4,2002,0,0,0,1,0
4411,RUS,365,23,5,2002,23,5,2002,0,0,11,3,1
4411,AZE,373,23,5,2002,23,5,2002,0,0,0,1,1
4412,MAC,343,21,7,2002,21,7,2002,0,0,16,4,1
4412,ALB,339,21,7,2002,21,7,2002,0,0,0,1,1
4413,CRO,344,6,8,2002,6,8,2002,0,0,7,3,1
4413,SLV,349,6,8,2002,6,8,2002,0,0,0,1,1
4414,ARM,371,9,8,2002,20,11,2010,2,-9,17,4,1
4414,AZE,373,9,8,2002,20,11,2010,2,-9,17,4,1
4415,TUR,640,11,8,2002,11,8,2002,0,0,7,3,1
4415,GRC,350,11,8,2002,11,8,2002,0,0,0,1,1
4444,TAW,713,15,4,2002,3,11,2002,0,0,7,3,1
4444,CHN,710,15,4,2002,3,11,2002,0,0,0,1,1
4445,CHN,710,8,5,2002,8,5,2002,0,0,12,3,1
4445,JPN,740,8,5,2002,8,5,2002,0,0,0,1,1
4446,CHN,710,8,6,2002,13,6,2002,0,0,7,3,1
4446,DRV,816,8,6,2002,13,6,2002,0,0,0,1,1
4447,CHN,710,13,6,2002,13,6,2002,0,0,12,3,1
4447,ROK,732,13,6,2002,13,6,2002,0,0,0,1,1
4448,PHI,840,16,7,2002,19,7,2002,0,0,15,4,1
4448,CHN,710,16,7,2002,19,7,2002,0,0,0,1,1
4449,JPN,740,4,9,2002,4,9,2002,0,0,7,3,1
4449,PRK,731,4,9,2002,4,9,2002,0,0,0,1,1
4450,CHN,710,19,9,2002,19,9,2002,0,0,7,3,1
4450,USA,2,19,9,2002,19,9,2002,0,0,0,1,1
4451,USA,2,10,12,2002,11,12,2002,0,0,15,4,1
4451,SPN,230,10,12,2002,11,12,2002,0,0,15,4,1
4451,PRK,731,10,12,2002,11,12,2002,0,0,0,1,1
4494,ARG,160,6,8,2002,6,8,2002,0,0,16,4,1
4494,RUS,365,6,8,2002,6,8,2002,0,0,0,1,1
4509,SAU,670,23,4,2002,23,4,2002,0,0,11,3,1
4509,ISR,666,23,4,2002,23,4,2002,0,0,0,1,1
4510,IRN,630,22,8,2002,22,3,2003,0,0,11,3,1
4510,IRQ,645,22,8,2002,22,3,2003,0,0,11,3,1
4552,AFG,700,11,1,2002,30,1,2005,1,-9,17,4,1
4552,USA,2,30,12,2002,22,5,2005,1,7,17,4,0
4552,PAK,770,11,1,2002,22,5,2005,1,-9,17,4,1
4553,MYA,775,8,2,2002,27,10,2002,0,0,17,4,1
4553,THI,800,8,2,2002,27,10,2002,0,0,17,4,1
4554,BNG,771,7,3,2002,7,3,2002,0,0,17,4,1
4554,IND,750,7,3,2002,7,3,2002,0,0,17,4,1
4555,IND,750,24,7,2002,28,1,2007,1,-9,17,4,1
4555,BNG,771,24,7,2002,28,1,2007,1,-9,17,4,1
4273,AUL,900,12,1,2003,2,5,2003,0,0,20,5,0
4273,UAE,696,12,2,2003,18,3,2003,0,0,7,3,0
4273,SAU,670,22,2,2003,18,3,2003,0,0,8,3,0
4273,BAH,692,25,2,2003,18,3,2003,0,0,7,3,0
4273,NTH,210,2,3,2003,18,3,2003,0,0,7,3,0
4273,OMA,698,5,3,2003,18,3,2003,0,0,7,3,0
4273,QAT,694,5,3,2003,18,3,2003,0,0,7,3,0
4273,POL,290,19,3,2003,2,5,2003,-9,-9,20,5,0
4356,UGA,500,11,3,2003,11,3,2003,0,0,1,2,1
4360,SUD,625,24,7,2003,29,7,2003,0,0,15,4,1
4360,RUS,365,24,7,2003,29,7,2003,0,0,0,1,1
4361,ALG,615,4,10,2003,4,10,2003,0,0,12,3,1
4361,MLI,432,4,10,2003,4,10,2003,0,0,0,1,1
4362,ETH,530,1,11,2003,27,11,2003,0,0,17,4,1
4362,ERI,531,1,11,2003,27,11,2003,1,1,17,4,1
4363,ETH,530,1,11,2003,1,11,2003,0,0,16,4,1
4363,KEN,501,1,11,2003,1,11,2003,0,0,0,1,1
4364,MLI,432,26,12,2003,26,12,2003,0,0,8,3,1
4364,MAA,435,26,12,2003,26,12,2003,0,0,0,1,1
4416,RUS,365,3,2,2003,3,2,2003,0,0,7,3,1
4416,GRG,372,3,2,2003,3,2,2003,0,0,0,1,1
4417,DEN,390,26,4,2003,26,4,2003,0,0,7,3,1
4417,RUS,365,26,4,2003,26,4,2003,0,0,0,1,1
4418,IRN,630,27,5,2003,27,5,2003,0,0,7,3,1
4418,AZE,373,27,5,2003,27,5,2003,0,0,8,3,1
4419,MLD,359,-9,7,2003,-9,1,2004,0,0,11,3,1
4419,UKR,369,-9,7,2003,-9,1,2004,0,0,0,1,1
4420,RUS,365,20,9,2003,20,9,2003,0,0,7,3,1
4420,GRG,372,20,9,2003,20,9,2003,0,0,0,1,1
4452,INS,850,2,1,2003,2,1,2003,0,0,16,4,1
4452,PNG,910,2,1,2003,2,1,2003,0,0,0,1,1
4453,INS,850,27,1,2003,27,1,2003,0,0,16,4,1
4453,PHI,840,27,1,2003,27,1,2003,0,0,0,1,1
4454,JPN,740,13,2,2003,13,2,2003,0,0,7,3,1
4454,TAW,713,13,2,2003,13,2,2003,0,0,0,1,1
4455,USA,2,21,2,2003,23,9,2003,0,0,7,3,1
4455,PRK,731,21,2,2003,23,9,2003,0,0,7,3,1
4456,JPN,740,7,3,2003,11,6,2003,0,0,15,4,1
4456,PRK,731,7,3,2003,11,6,2003,0,0,0,1,1
4457,JPN,740,23,6,2003,27,3,2004,0,0,15,4,1
4457,CHN,710,23,6,2003,27,3,2004,0,0,0,1,1
4458,CHN,710,26,6,2003,26,6,2003,0,0,12,3,1
4458,IND,750,26,6,2003,26,6,2003,0,0,0,1,1
4459,SPN,230,1,7,2003,4,7,2003,0,0,15,4,1
4459,ROK,732,1,7,2003,4,7,2003,0,0,0,1,1
4460,USA,2,3,7,2003,3,7,2003,0,0,7,3,1
4460,INS,850,3,7,2003,3,7,2003,0,0,0,1,1
4461,TAW,713,30,7,2003,30,7,2003,0,0,7,3,1
4461,PHI,840,30,7,2003,30,7,2003,0,0,0,1,1
4462,TAW,713,6,8,2003,4,5,2004,0,0,7,3,1
4462,CHN,710,6,8,2003,4,5,2004,0,0,7,3,1
4463,CHN,710,15,9,2003,15,9,2003,0,0,11,3,1
4463,PRK,731,15,9,2003,15,9,2003,0,0,0,1,1
4464,DRV,816,23,9,2003,23,9,2003,0,0,16,4,1
4464,CHN,710,23,9,2003,23,9,2003,0,0,0,1,1
4495,VEN,101,-9,3,2003,30,3,2003,0,0,16,4,1
4495,COL,100,-9,3,2003,30,3,2003,0,0,0,1,1
4496,BRA,140,15,7,2003,15,7,2003,0,0,16,4,1
4496,PER,135,15,7,2003,15,7,2003,0,0,0,1,1
4511,ISR,666,8,1,2003,8,1,2003,0,0,17,4,1
4511,SYR,652,8,1,2003,8,1,2003,1,1,17,4,1
4512,USA,2,22,3,2003,4,7,2003,0,0,16,4,1
4512,UKG,200,1,7,2003,4,7,2003,0,0,15,4,0
4512,IRN,630,22,3,2003,4,7,2003,0,0,15,4,1
4513,ISR,666,22,3,2003,13,4,2003,0,0,8,3,1
4513,IRQ,645,22,3,2003,13,4,2003,0,0,0,1,1
4514,IRN,630,10,4,2003,12,4,2003,1,-9,16,4,1
4514,IRQ,645,10,4,2003,12,4,2003,0,0,0,1,1
4515,ISR,666,26,5,2003,26,5,2003,0,0,16,4,1
4515,SWZ,225,26,5,2003,26,5,2003,0,0,0,1,1
4516,USA,2,5,7,2003,6,7,2003,0,0,15,4,1
4516,TUR,640,5,7,2003,6,7,2003,0,0,0,1,1
4517,ISR,666,17,8,2003,14,11,2003,0,0,16,4,1
4517,SYR,652,17,8,2003,14,11,2003,0,0,0,1,1
4556,MAL,820,-9,1,2003,-9,1,2003,0,0,7,3,1
4556,SIN,830,-9,1,2003,-9,1,2003,0,0,0,1,1
4557,MYA,775,4,10,2003,4,10,2003,0,0,16,4,1
4557,THI,800,4,10,2003,4,10,2003,1,2,0,1,1
4558,MYA,775,25,11,2003,25,11,2003,0,0,16,4,1
4558,THI,800,25,11,2003,25,11,2003,0,0,0,1,1
4365,RWA,517,21,4,2004,21,4,2004,0,0,11,3,1
4365,BUI,516,21,4,2004,21,4,2004,0,0,0,1,1
4366,RWA,517,24,4,2004,17,12,2004,0,0,14,4,1
4366,DRC,490,24,4,2004,17,12,2004,0,0,16,4,1
4366,BUI,516,13,8,2004,13,8,2004,0,0,3,2,0
4367,SUD,625,29,4,2004,30,1,2005,0,0,17,4,1
4367,CHA,483,29,4,2004,30,1,2005,1,1,17,4,1
4367,FRN,220,30,7,2004,30,1,2005,0,0,7,3,0
4368,ZAM,551,3,6,2004,3,6,2004,0,0,8,3,1
4368,DRC,490,3,6,2004,3,6,2004,0,0,0,1,1
4369,KEN,501,14,7,2004,14,7,2004,0,0,11,3,1
4369,ETH,530,14,7,2004,14,7,2004,0,0,0,1,1
4370,ERI,531,30,10,2004,30,4,2005,0,0,14,4,1
4370,SUD,625,30,10,2004,30,4,2005,0,0,0,1,1
4371,CDI,437,6,11,2004,6,5,2005,0,0,17,4,1
4371,FRN,220,6,11,2004,6,5,2005,1,9,17,4,1
4371,USA,2,6,11,2004,6,11,2004,0,0,0,1,1
4372,UGA,500,2,12,2004,4,12,2004,1,-9,17,4,1
4372,RWA,517,2,12,2004,4,12,2004,1,-9,17,4,1
4421,UZB,704,20,3,2004,20,3,2004,0,0,16,4,1
4421,TAJ,702,20,3,2004,20,3,2004,0,0,0,1,1
4422,GRG,372,2,4,2004,6,8,2004,0,0,16,4,1
4422,RUS,365,2,4,2004,6,8,2004,0,0,7,3,1
4423,TUR,640,21,10,2004,30,3,2005,0,0,7,3,1
4423,GRC,350,21,10,2004,30,3,2005,0,0,7,3,1
4465,USA,2,30,4,2004,30,11,2004,0,0,7,3,1
4465,PRK,731,30,4,2004,30,11,2004,0,0,0,1,1
4466,CHN,710,30,9,2004,30,9,2004,0,0,11,3,1
4466,PRK,731,30,9,2004,30,9,2004,0,0,0,1,1
4467,CHN,710,10,11,2004,10,11,2004,0,0,7,3,1
4467,JPN,740,10,11,2004,10,11,2004,0,0,8,3,1
4497,DOM,42,22,2,2004,22,2,2004,0,0,11,3,1
4497,HAI,41,22,2,2004,22,2,2004,0,0,0,1,1
4518,USA,2,-9,3,2004,16,4,2004,0,0,17,4,1
4518,SYR,652,-9,3,2004,16,4,2004,0,0,17,4,1
4519,IRN,630,14,3,2004,14,3,2004,1,1,17,4,1
4519,USA,2,14,3,2004,14,3,2004,0,0,17,4,1
4520,TUR,640,16,3,2004,16,3,2004,0,0,11,3,1
4520,SYR,652,16,3,2004,16,3,2004,0,0,0,1,1
4521,UAE,696,3,6,2004,1,7,2004,0,0,16,4,1
4521,IRN,630,3,6,2004,1,7,2004,0,0,15,4,1
4522,QAT,694,11,6,2004,14,6,2004,0,0,16,4,1
4522,IRN,630,11,6,2004,14,6,2004,0,0,0,1,1
4523,IRN,630,15,6,2004,6,1,2005,0,0,11,3,1
4523,IRQ,645,15,6,2004,6,1,2005,0,0,15,4,1
4524,USA,2,19,8,2004,1,1,2005,0,0,7,3,1
4524,IRN,630,19,8,2004,1,1,2005,0,0,0,1,1
4525,TUR,640,23,9,2004,29,9,2004,1,1,7,3,1
4525,IRN,630,23,9,2004,29,9,2004,0,0,16,4,1
4526,ISR,666,17,11,2004,17,11,2004,0,0,16,4,1
4526,EGY,651,17,11,2004,17,11,2004,0,0,0,1,1
4549,DEN,390,-9,3,2004,-9,3,2004,0,0,7,3,1
4549,CAN,20,-9,3,2004,-9,3,2004,0,0,0,1,1
4559,MAL,820,4,1,2004,30,10,2004,0,0,11,3,1
4559,THI,800,4,1,2004,30,10,2004,0,0,15,4,1
4560,INS,850,10,3,2004,10,3,2004,0,0,16,4,1
4560,THI,800,10,3,2004,10,3,2004,0,0,0,1,1
4561,PAK,770,18,5,2004,18,5,2004,0,0,0,1,1
4561,IND,750,18,5,2004,18,5,2004,0,0,16,4,1
4562,MYA,775,17,7,2004,17,7,2004,0,0,16,4,1
4562,THI,800,17,7,2004,17,7,2004,0,0,0,1,1
4563,NEP,790,24,9,2004,3,9,2005,0,0,12,3,1
4563,IND,750,24,9,2004,3,9,2005,0,0,15,4,1
4564,MYA,775,26,10,2004,8,5,2005,0,0,17,4,1
4564,THI,800,26,10,2004,8,5,2005,1,1,17,4,1
4565,IND,750,13,12,2004,13,12,2004,0,0,8,3,1
4565,MYA,775,13,12,2004,13,12,2004,0,0,0,1,1
4373,KEN,501,4,1,2005,17,3,2005,0,0,11,3,1
4373,SOM,520,4,1,2005,17,3,2005,0,0,0,1,1
4374,ETH,530,18,1,2005,7,3,2005,0,0,16,4,1
4374,KEN,501,18,1,2005,7,3,2005,0,0,11,3,1
4375,ETH,530,17,2,2005,24,3,2005,0,0,11,3,1
4375,ERI,531,17,2,2005,24,3,2005,0,0,8,3,1
4376,ETH,530,13,3,2005,13,3,2005,0,0,11,3,1
4376,SOM,520,13,3,2005,13,3,2005,0,0,0,1,1
4377,ANG,540,23,3,2005,23,3,2005,0,0,11,3,1
4377,DRC,490,23,3,2005,23,3,2005,0,0,0,1,1
4378,TOG,461,26,4,2005,26,4,2005,0,0,16,4,1
4378,GHA,452,26,4,2005,26,4,2005,0,0,0,1,1
4379,ERI,531,17,6,2005,17,6,2005,0,0,16,4,1
4379,YEM,679,17,6,2005,17,6,2005,0,0,0,1,1
4380,CAO,471,18,6,2005,18,6,2005,0,0,16,4,1
4380,NIG,475,18,6,2005,18,6,2005,1,1,0,1,1
4381,UGA,500,29,9,2005,29,9,2005,0,0,4,2,1
4381,DRC,490,29,9,2005,29,9,2005,0,0,0,1,1
4382,FRN,220,18,10,2005,18,10,2005,0,0,7,3,1
4382,CDI,437,18,10,2005,18,10,2005,0,0,0,1,1
4383,ETH,530,25,10,2005,25,10,2005,0,0,11,3,1
4383,ERI,531,25,10,2005,25,10,2005,0,0,11,3,1
4384,CHA,483,5,11,2005,17,8,2006,0,0,17,4,1
4384,SUD,625,5,11,2005,17,8,2006,0,0,17,4,1
4424,RUS,365,22,3,2005,29,9,2006,0,0,12,3,1
4424,GRG,372,22,3,2005,29,9,2006,0,0,15,4,1
4425,RUS,365,23,3,2005,23,3,2005,0,0,12,3,1
4425,UKR,369,23,3,2005,23,3,2005,0,0,7,3,1
4426,TAJ,702,23,3,2005,6,6,2005,0,0,8,3,1
4426,KYR,703,23,3,2005,6,6,2005,0,0,16,4,1
4427,TAJ,702,13,5,2005,2,11,2005,0,0,11,3,1
4427,UZB,704,13,5,2005,2,11,2005,0,0,11,3,1
4428,KYR,703,23,5,2005,23,5,2005,0,0,11,3,1
4428,UZB,704,23,5,2005,23,5,2005,0,0,11,3,1
4429,NOR,385,24,10,2005,27,10,2005,0,0,15,4,1
4429,RUS,365,24,10,2005,27,10,2005,0,0,0,1,1
4430,KYR,703,14,12,2005,14,12,2005,0,0,11,3,1
4430,UZB,704,14,12,2005,14,12,2005,0,0,0,1,1
4468,JPN,740,8,3,2005,7,7,2005,0,0,7,3,1
4468,ROK,732,8,3,2005,7,7,2005,0,0,7,3,1
4469,TAW,713,24,5,2005,24,5,2005,0,0,1,2,1
4469,CHN,710,24,5,2005,24,5,2005,0,0,0,1,1
4470,TAW,713,15,6,2005,10,7,2005,0,0,7,3,1
4470,JPN,740,15,6,2005,10,7,2005,0,0,0,1,1
4471,INS,850,23,8,2005,26,8,2005,0,0,15,4,1
4471,CRO,344,23,8,2005,26,8,2005,0,0,0,1,1
4472,CHN,710,9,9,2005,11,11,2005,0,0,7,3,1
4472,JPN,740,9,9,2005,11,11,2005,0,0,0,1,1
4473,PRK,731,28,10,2005,13,11,2005,0,0,17,4,1
4473,ROK,732,28,10,2005,13,11,2005,0,0,17,4,1
4474,CHN,710,-9,11,2005,-9,5,2006,0,0,14,4,1
4474,BHU,760,-9,11,2005,-9,5,2006,0,0,0,1,1
4498,ECU,130,1,7,2005,1,7,2005,0,0,11,3,1
4498,COL,100,1,7,2005,1,7,2005,0,0,0,1,1
4527,SYR,652,22,4,2005,22,7,2005,0,0,17,4,1
4527,IRQ,645,22,4,2005,22,7,2005,0,0,17,4,1
4527,USA,2,15,6,2005,22,7,2005,0,0,17,4,0
4528,TUR,640,26,4,2005,26,4,2005,0,0,11,3,1
4528,IRQ,645,26,4,2005,26,4,2005,0,0,0,1,1
4529,IRN,630,31,7,2005,4,8,2005,1,20,16,4,1
4529,IRQ,645,31,7,2005,4,8,2005,0,0,0,1,1
4530,YEM,679,17,9,2005,17,3,2006,0,0,17,4,1
4530,SAU,670,17,9,2005,17,3,2006,0,0,17,4,1
4550,CAN,20,29,5,2005,1,6,2005,0,0,15,4,1
4550,POR,235,29,5,2005,1,6,2005,0,0,0,1,1
4551,CAN,20,23,7,2005,22,2,2006,0,0,7,3,1
4551,DEN,390,23,7,2005,22,2,2006,0,0,0,1,1
4566,PAK,770,18,1,2005,17,10,2005,0,0,16,4,1
4566,IND,750,18,1,2005,17,10,2005,0,0,16,4,1
4567,MAL,820,2,3,2005,29,7,2005,0,0,7,3,1
4567,INS,850,2,3,2005,29,7,2005,0,0,8,3,1
4568,USA,2,8,5,2005,8,5,2005,0,0,16,4,1
4568,PAK,770,8,5,2005,8,5,2005,0,0,0,1,1
4569,CAM,811,13,5,2005,17,5,2005,0,0,11,3,1
4569,THI,800,13,5,2005,17,5,2005,0,0,11,3,1
4570,MAL,820,22,9,2005,22,10,2005,0,0,11,3,1
4570,THI,800,22,9,2005,22,10,2005,0,0,0,1,1
4571,USA,2,30,11,2005,14,1,2006,0,0,16,4,1
4571,PAK,770,30,11,2005,14,1,2006,0,0,0,1,1
4385,ETH,530,24,4,2006,27,4,2006,1,-9,17,4,1
4385,KEN,501,24,4,2006,27,4,2006,0,0,17,4,1
4386,UGA,500,28,4,2006,28,4,2006,1,1,17,4,1
4386,DRC,490,28,4,2006,28,4,2006,0,0,17,4,1
4387,ETH,530,18,6,2006,21,1,2007,0,0,14,4,1
4387,SOM,520,18,6,2006,21,1,2007,0,0,0,1,1
4388,RWA,517,17,8,2006,17,8,2006,0,0,12,3,1
4388,BUI,516,17,8,2006,17,8,2006,0,0,0,1,1
4389,ERI,531,16,10,2006,16,10,2006,0,0,11,3,1
4389,ETH,530,16,10,2006,16,10,2006,0,0,0,1,1
4390,CHA,483,18,10,2006,9,4,2007,1,-9,17,4,1
4390,SUD,625,18,10,2006,9,4,2007,1,-9,17,4,1
4391,KEN,501,10,11,2006,10,11,2006,0,0,11,3,1
4391,SOM,520,10,11,2006,10,11,2006,0,0,0,1,1
4431,GRC,350,23,5,2006,16,10,2006,0,0,7,3,1
4431,TUR,640,23,5,2006,16,10,2006,0,0,7,3,1
4432,KYR,703,30,6,2006,26,9,2006,0,0,16,4,1
4432,UZB,704,30,6,2006,26,9,2006,0,0,0,1,1
4433,TAJ,702,26,9,2006,7,12,2006,0,0,16,4,1
4433,UZB,704,26,9,2006,7,12,2006,0,0,12,3,1
4434,ARM,371,11,10,2006,11,10,2006,0,0,16,4,1
4434,TUR,640,11,10,2006,11,10,2006,0,0,0,1,1
4475,RUS,365,25,1,2006,25,1,2006,0,0,7,3,1
4475,JPN,740,25,1,2006,25,1,2006,0,0,7,3,1
4476,ROK,732,19,4,2006,19,4,2006,0,0,7,3,1
4476,JPN,740,19,4,2006,19,4,2006,0,0,0,1,1
4477,RUS,365,16,8,2006,16,8,2006,0,0,16,4,1
4477,JPN,740,16,8,2006,16,8,2006,0,0,0,1,1
4499,COL,100,5,3,2006,11,3,2006,0,0,11,3,1
4499,ECU,130,5,3,2006,11,3,2006,0,0,11,3,1
4500,VEN,101,11,8,2006,11,8,2006,0,0,16,4,1
4500,COL,100,11,8,2006,11,8,2006,0,0,0,1,1
4531,EGY,651,2,6,2006,2,6,2006,1,2,17,4,1
4531,ISR,666,2,6,2006,2,6,2006,0,0,17,4,1
4532,ISR,666,28,6,2006,31,7,2006,0,0,7,3,1
4532,SYR,652,28,6,2006,31,7,2006,0,0,16,4,1
4533,ISR,666,19,8,2006,3,3,2009,1,-9,17,4,1
4533,LEB,660,19,8,2006,3,3,2009,1,-9,17,4,1
4534,IRN,630,8,9,2006,8,3,2007,0,0,15,4,1
4534,IRQ,645,8,9,2006,8,3,2007,0,0,12,3,1
4572,THI,800,20,2,2006,20,8,2006,0,0,15,4,1
4572,MAL,820,20,2,2006,20,8,2006,0,0,12,3,1
4573,AFG,700,26,4,2006,26,4,2006,0,0,17,4,1
4573,PAK,770,26,4,2006,26,4,2006,0,0,17,4,1
4574,THI,800,11,7,2006,11,7,2006,0,0,11,3,1
4574,MYA,775,11,7,2006,11,7,2006,0,0,0,1,1
4575,USA,2,30,10,2006,17,12,2010,0,0,16,4,1
4575,PAK,770,30,10,2006,17,12,2010,0,0,0,1,1
4576,AFG,700,20,12,2006,17,5,2007,1,11,17,4,1
